p1_lat,p1_long,p2_lat,p2_long,n,region
37.76649,-122.43037,37.76635,-122.43057,52,San Francisco
37.76635,-122.43057,37.76616,-122.4308,52,San Francisco
37.76616,-122.4308,37.76601,-122.43096,52,San Francisco
37.76601,-122.43096,37.76601,-122.43106,51,San Francisco
37.76601,-122.43106,37.76622,-122.43107,278,San Francisco
37.76977,-122.40388,37.76978,-122.40384,359,San Francisco
37.76978,-122.40384,37.76986,-122.40375,359,San Francisco
37.76986,-122.40375,37.76996,-122.40374,359,San Francisco
37.76996,-122.40374,37.76999,-122.40376,359,San Francisco
37.76999,-122.40376,37.77002,-122.40379,1039,San Francisco
37.77002,-122.40379,37.77004,-122.40382,1039,San Francisco
37.77004,-122.40382,37.77005,-122.40386,1039,San Francisco
37.77005,-122.40386,37.77009,-122.40383,586,San Francisco
37.77009,-122.40383,37.77012,-122.4038,586,San Francisco
37.77012,-122.4038,37.77093,-122.4028,586,San Francisco
37.77093,-122.4028,37.77103,-122.40268,443,San Francisco
37.76648,-122.3963,37.76648,-122.39629,1,San Francisco
37.76648,-122.39629,37.76651,-122.3959,424,San Francisco
37.76651,-122.3959,37.76651,-122.39583,424,San Francisco
37.76651,-122.39583,37.76654,-122.39526,424,San Francisco
37.76654,-122.39526,37.76656,-122.39509,424,San Francisco
37.76656,-122.39509,37.7665,-122.39488,381,San Francisco
37.7665,-122.39488,37.7665,-122.39474,381,San Francisco
37.7665,-122.39474,37.76651,-122.39469,474,San Francisco
37.76651,-122.39469,37.76657,-122.39399,474,San Francisco
37.76657,-122.39399,37.76664,-122.39378,474,San Francisco
37.76664,-122.39378,37.76664,-122.39356,474,San Francisco
37.76664,-122.39356,37.76669,-122.39271,474,San Francisco
37.76669,-122.39271,37.76676,-122.39151,902,San Francisco
37.76676,-122.39151,37.7668,-122.39083,902,San Francisco
37.7668,-122.39083,37.76704,-122.39085,492,San Francisco
37.76467,-122.41974,37.76468,-122.41965,182,San Francisco
37.76468,-122.41965,37.76497,-122.41968,1032,San Francisco
37.76497,-122.41968,37.76505,-122.41969,1032,San Francisco
37.76505,-122.41969,37.76506,-122.41957,1196,San Francisco
37.76506,-122.41957,37.76508,-122.41926,1196,San Francisco
37.76508,-122.41926,37.76511,-122.41881,1196,San Francisco
37.76511,-122.41881,37.76512,-122.41866,1196,San Francisco
37.76512,-122.41866,37.76512,-122.41854,1196,San Francisco
37.76512,-122.41854,37.76518,-122.41763,1196,San Francisco
37.76518,-122.41763,37.76519,-122.4175,1196,San Francisco
37.76519,-122.4175,37.7652,-122.41739,1196,San Francisco
37.7652,-122.41739,37.76521,-122.41716,1196,San Francisco
37.76521,-122.41716,37.76524,-122.41673,1196,San Francisco
37.76524,-122.41673,37.76525,-122.41657,1196,San Francisco
37.76525,-122.41657,37.76525,-122.4165,1196,San Francisco
37.76525,-122.4165,37.76526,-122.41641,1196,San Francisco
37.76526,-122.41641,37.76526,-122.41634,1196,San Francisco
37.76526,-122.41634,37.7653,-122.41571,1196,San Francisco
37.7653,-122.41571,37.76532,-122.41545,1196,San Francisco
37.76532,-122.41545,37.76533,-122.41532,1196,San Francisco
37.76533,-122.41532,37.76542,-122.41533,2051,San Francisco
37.76542,-122.41533,37.76557,-122.41535,2051,San Francisco
37.76557,-122.41535,37.76562,-122.41535,2051,San Francisco
37.76562,-122.41535,37.76694,-122.41548,2051,San Francisco
37.76694,-122.41548,37.76776,-122.41556,1774,San Francisco
37.76776,-122.41556,37.76813,-122.41559,2164,San Francisco
37.76813,-122.41559,37.76854,-122.41563,2164,San Francisco
37.76505,-122.41969,37.76516,-122.4197,1103,San Francisco
37.76516,-122.4197,37.7653,-122.41971,1103,San Francisco
37.7653,-122.41971,37.76538,-122.41972,1103,San Francisco
37.76538,-122.41972,37.76548,-122.41973,1103,San Francisco
37.76548,-122.41973,37.76667,-122.41984,1103,San Francisco
37.76667,-122.41984,37.76714,-122.41989,1041,San Francisco
37.76714,-122.41989,37.76828,-122.42,1041,San Francisco
37.76667,-122.41984,37.76662,-122.42064,67,San Francisco
37.76662,-122.42064,37.7666,-122.42106,67,San Francisco
37.7666,-122.42106,37.76763,-122.42116,76,San Francisco
37.76763,-122.42116,37.76777,-122.42117,76,San Francisco
37.76777,-122.42117,37.7682,-122.42121,76,San Francisco
37.7682,-122.42121,37.76823,-122.42078,159,San Francisco
37.76823,-122.42078,37.76827,-122.42011,158,San Francisco
37.76505,-122.41969,37.76504,-122.41981,565,San Francisco
37.76504,-122.41981,37.76503,-122.41997,565,San Francisco
37.76503,-122.41997,37.76502,-122.42016,565,San Francisco
37.76502,-122.42016,37.765,-122.42044,1053,San Francisco
37.765,-122.42044,37.765,-122.42048,1053,San Francisco
37.765,-122.42048,37.765,-122.42058,1053,San Francisco
37.765,-122.42058,37.76498,-122.4209,1053,San Francisco
37.76498,-122.4209,37.76496,-122.42124,1044,San Francisco
37.76496,-122.42124,37.76495,-122.42138,1044,San Francisco
37.76495,-122.42138,37.76492,-122.42189,1044,San Francisco
37.76492,-122.42189,37.76486,-122.42285,741,San Francisco
37.76486,-122.42285,37.76484,-122.42312,741,San Francisco
37.76484,-122.42312,37.76479,-122.42405,741,San Francisco
37.76479,-122.42405,37.76479,-122.42415,793,San Francisco
37.76479,-122.42415,37.76475,-122.42457,788,San Francisco
37.76475,-122.42457,37.76466,-122.42607,788,San Francisco
37.76466,-122.42607,37.76465,-122.42633,788,San Francisco
37.76465,-122.42633,37.76464,-122.42647,1040,San Francisco
37.76464,-122.42647,37.76457,-122.42756,886,San Francisco
37.76457,-122.42756,37.76453,-122.42823,886,San Francisco
37.76453,-122.42823,37.76451,-122.42866,886,San Francisco
37.76451,-122.42866,37.76451,-122.42868,886,San Francisco
37.76451,-122.42868,37.7645,-122.4287,519,San Francisco
37.7645,-122.4287,37.76446,-122.42944,519,San Francisco
37.76446,-122.42944,37.76444,-122.42977,519,San Francisco
37.76444,-122.42977,37.76442,-122.43012,519,San Francisco
37.76442,-122.43012,37.76437,-122.43088,519,San Francisco
37.76437,-122.43088,37.76432,-122.4317,238,San Francisco
37.76432,-122.4317,37.76431,-122.43181,201,San Francisco
37.76468,-122.41965,37.76441,-122.41963,155,San Francisco
37.76441,-122.41963,37.76352,-122.41954,155,San Francisco
37.76352,-122.41954,37.76344,-122.41953,155,San Francisco
37.76344,-122.41953,37.76343,-122.41965,184,San Francisco
37.76343,-122.41965,37.76338,-122.42044,184,San Francisco
37.76338,-122.42044,37.76334,-122.42108,184,San Francisco
37.76334,-122.42108,37.76331,-122.42174,184,San Francisco
37.76331,-122.42174,37.76327,-122.42221,71,San Francisco
37.76327,-122.42221,37.76324,-122.4227,293,San Francisco
37.76324,-122.4227,37.76322,-122.42307,293,San Francisco
37.76322,-122.42307,37.76317,-122.42391,293,San Francisco
37.76317,-122.42391,37.76316,-122.42401,137,San Francisco
37.76316,-122.42401,37.76312,-122.42481,137,San Francisco
37.76312,-122.42481,37.76303,-122.42617,137,San Francisco
37.76303,-122.42617,37.76302,-122.42632,243,San Francisco
37.76302,-122.42632,37.76301,-122.4265,273,San Francisco
37.76533,-122.41532,37.76533,-122.4152,844,San Francisco
37.76533,-122.4152,37.76545,-122.41328,844,San Francisco
37.76545,-122.41328,37.76545,-122.4132,844,San Francisco
37.76545,-122.4132,37.76545,-122.41314,844,San Francisco
37.76545,-122.41314,37.76546,-122.41302,584,San Francisco
37.76546,-122.41302,37.76549,-122.41243,584,San Francisco
37.76549,-122.41243,37.76555,-122.41147,584,San Francisco
37.76555,-122.41147,37.76557,-122.4112,584,San Francisco
37.76557,-122.4112,37.76561,-122.41049,584,San Francisco
37.76561,-122.41049,37.76633,-122.41057,3116,San Francisco
37.76633,-122.41057,37.76689,-122.41063,3116,San Francisco
37.76689,-122.41063,37.7669,-122.41063,3116,San Francisco
37.7669,-122.41063,37.7672,-122.41066,2736,San Francisco
37.7672,-122.41066,37.76781,-122.41071,3090,San Francisco
37.76781,-122.41071,37.76819,-122.41075,3090,San Francisco
37.76819,-122.41075,37.76821,-122.41075,3090,San Francisco
37.76821,-122.41075,37.76876,-122.41081,3090,San Francisco
37.76876,-122.41081,37.7689,-122.41082,3090,San Francisco
37.7689,-122.41082,37.76902,-122.41083,3090,San Francisco
37.76902,-122.41083,37.76919,-122.41085,3090,San Francisco
37.76919,-122.41085,37.76931,-122.41086,3090,San Francisco
37.76561,-122.41049,37.76567,-122.40961,589,San Francisco
37.76567,-122.40961,37.76568,-122.40953,589,San Francisco
37.76568,-122.40953,37.76571,-122.40879,589,San Francisco
37.76571,-122.40879,37.76575,-122.40814,589,San Francisco
37.76575,-122.40814,37.76575,-122.4081,589,San Francisco
37.76575,-122.4081,37.76578,-122.40757,589,San Francisco
37.76578,-122.40757,37.76585,-122.40657,482,San Francisco
37.76585,-122.40657,37.76591,-122.4056,482,San Francisco
37.76591,-122.4056,37.76596,-122.40463,482,San Francisco
37.76596,-122.40463,37.76602,-122.40367,482,San Francisco
37.76602,-122.40367,37.76608,-122.40272,482,San Francisco
37.76608,-122.40272,37.76612,-122.40214,432,San Francisco
37.76612,-122.40214,37.76614,-122.40172,432,San Francisco
37.76614,-122.40172,37.7662,-122.40076,468,San Francisco
37.7662,-122.40076,37.76625,-122.39979,468,San Francisco
37.76625,-122.39979,37.76629,-122.39914,345,San Francisco
37.76629,-122.39914,37.76631,-122.39883,345,San Francisco
37.76631,-122.39883,37.76631,-122.39881,626,San Francisco
37.76631,-122.39881,37.76633,-122.3985,626,San Francisco
37.76633,-122.3985,37.76638,-122.39787,423,San Francisco
37.76638,-122.39787,37.76643,-122.39701,423,San Francisco
37.76643,-122.39701,37.76644,-122.3969,423,San Francisco
37.76644,-122.3969,37.76648,-122.39629,423,San Francisco
37.7668,-122.39083,37.76777,-122.39092,460,San Francisco
37.76777,-122.39092,37.7679,-122.39093,1482,San Francisco
37.7679,-122.39093,37.76844,-122.39098,1482,San Francisco
37.76844,-122.39098,37.76866,-122.391,1482,San Francisco
37.76866,-122.391,37.76967,-122.3911,1482,San Francisco
37.76967,-122.3911,37.77041,-122.39117,417,San Francisco
37.7669,-122.41063,37.7671,-122.41065,380,San Francisco
37.76451,-122.42868,37.76463,-122.42869,367,San Francisco
37.76463,-122.42869,37.76473,-122.4287,367,San Francisco
37.76473,-122.4287,37.76614,-122.42884,367,San Francisco
37.76614,-122.42884,37.76709,-122.42893,392,San Francisco
37.76709,-122.42893,37.7674,-122.42896,392,San Francisco
37.7674,-122.42896,37.76746,-122.42896,405,San Francisco
37.76746,-122.42896,37.76754,-122.42897,405,San Francisco
37.76754,-122.42897,37.76758,-122.42897,405,San Francisco
37.76758,-122.42897,37.76773,-122.42899,405,San Francisco
37.76773,-122.42899,37.76773,-122.429,517,San Francisco
37.76773,-122.429,37.7677,-122.42956,517,San Francisco
37.7677,-122.42956,37.76767,-122.43005,517,San Francisco
37.76767,-122.43005,37.76767,-122.43009,517,San Francisco
37.76767,-122.43009,37.76766,-122.4302,517,San Francisco
37.76766,-122.4302,37.7676,-122.4312,517,San Francisco
37.7676,-122.4312,37.76753,-122.4323,337,San Francisco
37.76753,-122.4323,37.76746,-122.43343,337,San Francisco
37.76746,-122.43343,37.76916,-122.43359,164,San Francisco
37.76916,-122.43359,37.76915,-122.43376,172,San Francisco
37.76915,-122.43376,37.76916,-122.43382,158,San Francisco
37.76694,-122.41548,37.76703,-122.41549,277,San Francisco
37.76625,-122.39979,37.76659,-122.39982,149,San Francisco
37.76659,-122.39982,37.76669,-122.39968,149,San Francisco
37.76669,-122.39968,37.76683,-122.39951,60,San Francisco
37.76479,-122.42405,37.76641,-122.42422,239,San Francisco
37.76641,-122.42422,37.76733,-122.4243,239,San Francisco
37.76733,-122.4243,37.76802,-122.42437,239,San Francisco
37.76802,-122.42437,37.76863,-122.42443,239,San Francisco
37.76863,-122.42443,37.76916,-122.42448,239,San Francisco
37.76916,-122.42448,37.76974,-122.42454,239,San Francisco
37.76746,-122.43343,37.76744,-122.43373,248,San Francisco
37.76744,-122.43373,37.76743,-122.43397,248,San Francisco
37.76743,-122.43397,37.76738,-122.43478,248,San Francisco
37.76738,-122.43478,37.76734,-122.43565,248,San Francisco
37.76734,-122.43565,37.76778,-122.43569,377,San Francisco
37.76778,-122.43569,37.76827,-122.43574,377,San Francisco
37.76827,-122.43574,37.7683,-122.43574,377,San Francisco
37.7683,-122.43574,37.76869,-122.43578,377,San Francisco
37.76869,-122.43578,37.76898,-122.43581,377,San Francisco
37.76898,-122.43581,37.76902,-122.43581,377,San Francisco
37.76902,-122.43581,37.76906,-122.43582,377,San Francisco
37.76906,-122.43582,37.7691,-122.43583,385,San Francisco
37.7691,-122.43583,37.76935,-122.43596,385,San Francisco
37.76935,-122.43596,37.7694,-122.43599,385,San Francisco
37.7694,-122.43599,37.7695,-122.43605,385,San Francisco
37.7695,-122.43605,37.76966,-122.43616,385,San Francisco
37.76966,-122.43616,37.76976,-122.43623,385,San Francisco
37.76976,-122.43623,37.76988,-122.43631,385,San Francisco
37.76988,-122.43631,37.76999,-122.43641,385,San Francisco
37.76999,-122.43641,37.77007,-122.43651,385,San Francisco
37.77007,-122.43651,37.77017,-122.4367,385,San Francisco
37.77017,-122.4367,37.77023,-122.43683,385,San Francisco
37.77023,-122.43683,37.77035,-122.43683,385,San Francisco
37.77035,-122.43683,37.77042,-122.43684,385,San Francisco
37.77042,-122.43684,37.77128,-122.43702,385,San Francisco
37.77128,-122.43702,37.77149,-122.43706,299,San Francisco
37.77149,-122.43706,37.77221,-122.43721,299,San Francisco
37.77221,-122.43721,37.77314,-122.43739,282,San Francisco
37.77314,-122.43739,37.7733,-122.43743,308,San Francisco
37.7733,-122.43743,37.77342,-122.43745,308,San Francisco
37.77342,-122.43745,37.77354,-122.43747,308,San Francisco
37.77354,-122.43747,37.77378,-122.43752,308,San Francisco
37.77378,-122.43752,37.77391,-122.43755,308,San Francisco
37.77391,-122.43755,37.77395,-122.43756,308,San Francisco
37.77395,-122.43756,37.77408,-122.43758,308,San Francisco
37.77408,-122.43758,37.77501,-122.43777,190,San Francisco
37.77501,-122.43777,37.77594,-122.43796,222,San Francisco
37.77594,-122.43796,37.77679,-122.43813,282,San Francisco
37.77679,-122.43813,37.77687,-122.43815,282,San Francisco
37.76492,-122.42189,37.76517,-122.42191,780,San Francisco
37.76517,-122.42191,37.76572,-122.42196,1088,San Francisco
37.76572,-122.42196,37.76613,-122.422,1088,San Francisco
37.76613,-122.422,37.76654,-122.42204,1088,San Francisco
37.76654,-122.42204,37.76695,-122.42209,1088,San Francisco
37.76695,-122.42209,37.76746,-122.42214,1088,San Francisco
37.76746,-122.42214,37.76815,-122.4222,1088,San Francisco
37.76815,-122.4222,37.7685,-122.42223,1029,San Francisco
37.7685,-122.42223,37.76875,-122.42226,1029,San Francisco
37.76875,-122.42226,37.76929,-122.42231,1029,San Francisco
37.76929,-122.42231,37.76949,-122.42233,1591,San Francisco
37.76949,-122.42233,37.76987,-122.42237,1591,San Francisco
37.76578,-122.40757,37.76612,-122.4076,514,San Francisco
37.76612,-122.4076,37.76663,-122.40765,222,San Francisco
37.76437,-122.43088,37.76577,-122.43103,238,San Francisco
37.76577,-122.43103,37.76581,-122.43104,258,San Francisco
37.76581,-122.43104,37.7659,-122.43105,258,San Francisco
37.7659,-122.43105,37.76593,-122.43105,258,San Francisco
37.76593,-122.43105,37.76601,-122.43106,258,San Francisco
37.76437,-122.43088,37.76324,-122.43077,106,San Francisco
37.79325,-122.39321,37.79332,-122.39332,2278,San Francisco
37.79332,-122.39332,37.79371,-122.39383,2278,San Francisco
37.79371,-122.39383,37.79376,-122.3939,2278,San Francisco
37.79376,-122.3939,37.79384,-122.394,2278,San Francisco
37.79384,-122.394,37.79388,-122.39404,2278,San Francisco
37.79388,-122.39404,37.79416,-122.39439,2278,San Francisco
37.76496,-122.42016,37.76502,-122.42016,1311,San Francisco
37.76502,-122.42016,37.76503,-122.41997,1488,San Francisco
37.76503,-122.41997,37.76504,-122.41981,1488,San Francisco
37.76504,-122.41981,37.76505,-122.41969,1488,San Francisco
37.76498,-122.4209,37.76542,-122.42094,9,San Francisco
37.76542,-122.42094,37.7666,-122.42106,9,San Francisco
37.76533,-122.41532,37.76524,-122.41531,202,San Francisco
37.76524,-122.41531,37.76508,-122.4153,202,San Francisco
37.76508,-122.4153,37.7647,-122.41526,202,San Francisco
37.7647,-122.41526,37.76393,-122.41519,202,San Francisco
37.76393,-122.41519,37.76378,-122.41518,202,San Francisco
37.76378,-122.41518,37.7637,-122.41517,202,San Francisco
37.7637,-122.41517,37.7637,-122.4152,292,San Francisco
37.76464,-122.42647,37.76395,-122.42641,271,San Francisco
37.76395,-122.42641,37.76354,-122.42637,271,San Francisco
37.76354,-122.42637,37.76302,-122.42632,271,San Francisco
37.76492,-122.42189,37.76468,-122.42186,314,San Francisco
37.76468,-122.42186,37.7646,-122.42186,314,San Francisco
37.7646,-122.42186,37.76331,-122.42174,314,San Francisco
37.76331,-122.42174,37.76329,-122.4219,419,San Francisco
37.76302,-122.42632,37.76265,-122.42628,202,San Francisco
37.76265,-122.42628,37.76216,-122.42624,202,San Francisco
37.76216,-122.42624,37.7621,-122.42623,202,San Francisco
37.7621,-122.42623,37.76142,-122.42617,202,San Francisco
37.76142,-122.42617,37.76142,-122.42627,687,San Francisco
37.76142,-122.42627,37.76136,-122.42725,404,San Francisco
37.76136,-122.42725,37.76134,-122.42762,468,San Francisco
37.76134,-122.42762,37.7613,-122.42823,468,San Francisco
37.7613,-122.42823,37.76129,-122.4283,468,San Francisco
37.76129,-122.4283,37.76128,-122.42835,468,San Francisco
37.76128,-122.42835,37.76128,-122.42839,468,San Francisco
37.76128,-122.42839,37.76127,-122.4285,468,San Francisco
37.76127,-122.4285,37.76116,-122.43057,468,San Francisco
37.76116,-122.43057,37.76104,-122.43264,280,San Francisco
37.76545,-122.41314,37.76537,-122.41313,302,San Francisco
37.76537,-122.41313,37.76508,-122.4131,302,San Francisco
37.76508,-122.4131,37.76421,-122.41301,302,San Francisco
37.76421,-122.41301,37.7641,-122.413,302,San Francisco
37.7641,-122.413,37.76401,-122.413,628,San Francisco
37.76401,-122.413,37.76379,-122.41298,191,San Francisco
37.76379,-122.41298,37.76352,-122.41295,191,San Francisco
37.76352,-122.41295,37.76288,-122.41289,191,San Francisco
37.76288,-122.41289,37.76223,-122.41283,191,San Francisco
37.76223,-122.41283,37.76217,-122.41283,191,San Francisco
37.76217,-122.41283,37.76208,-122.41282,191,San Francisco
37.76208,-122.41282,37.76161,-122.41278,191,San Francisco
37.76161,-122.41278,37.7607,-122.41269,191,San Francisco
37.7607,-122.41269,37.76064,-122.41268,191,San Francisco
37.76064,-122.41268,37.76033,-122.41265,191,San Francisco
37.76033,-122.41265,37.76033,-122.41253,67,San Francisco
37.76033,-122.41253,37.76037,-122.41193,67,San Francisco
37.76037,-122.41193,37.76038,-122.41184,67,San Francisco
37.76038,-122.41184,37.76038,-122.41172,67,San Francisco
37.76038,-122.41172,37.76042,-122.41109,67,San Francisco
37.76042,-122.41109,37.76043,-122.41097,67,San Francisco
37.76043,-122.41097,37.76044,-122.41086,67,San Francisco
37.76044,-122.41086,37.76044,-122.41081,67,San Francisco
37.76505,-122.41969,37.76497,-122.41968,293,San Francisco
37.76497,-122.41968,37.76468,-122.41965,293,San Francisco
37.76344,-122.41953,37.76336,-122.41953,149,San Francisco
37.76336,-122.41953,37.76305,-122.4195,149,San Francisco
37.76305,-122.4195,37.76271,-122.41947,149,San Francisco
37.76271,-122.41947,37.76192,-122.41939,149,San Francisco
37.76192,-122.41939,37.76184,-122.41938,149,San Francisco
37.76184,-122.41938,37.76177,-122.41937,98,San Francisco
37.76177,-122.41937,37.76146,-122.41935,98,San Francisco
37.76146,-122.41935,37.76031,-122.41923,98,San Francisco
37.76031,-122.41923,37.76024,-122.41923,98,San Francisco
37.76024,-122.41923,37.76025,-122.41911,183,San Francisco
37.76025,-122.41911,37.76026,-122.41889,183,San Francisco
37.76561,-122.41049,37.76431,-122.41038,328,San Francisco
37.76431,-122.41038,37.76304,-122.41026,250,San Francisco
37.76304,-122.41026,37.76184,-122.41015,279,San Francisco
37.76184,-122.41015,37.76176,-122.41014,279,San Francisco
37.76176,-122.41014,37.7617,-122.41013,279,San Francisco
37.7617,-122.41013,37.76145,-122.41011,279,San Francisco
37.76145,-122.41011,37.76049,-122.41001,279,San Francisco
37.76049,-122.41001,37.75961,-122.40993,253,San Francisco
37.75961,-122.40993,37.75942,-122.40989,253,San Francisco
37.75942,-122.40989,37.75927,-122.40982,253,San Francisco
37.75927,-122.40982,37.7592,-122.40979,253,San Francisco
37.7592,-122.40979,37.7592,-122.40985,239,San Francisco
37.76608,-122.40272,37.76479,-122.40258,253,San Francisco
37.76479,-122.40258,37.76405,-122.40251,27,San Francisco
37.76405,-122.40251,37.76369,-122.40248,152,San Francisco
37.76369,-122.40248,37.7635,-122.40246,152,San Francisco
37.7635,-122.40246,37.76354,-122.40148,299,San Francisco
37.76354,-122.40148,37.76361,-122.40051,299,San Francisco
37.76361,-122.40051,37.76364,-122.40017,299,San Francisco
37.76364,-122.40017,37.76373,-122.39858,299,San Francisco
37.76373,-122.39858,37.76379,-122.39761,290,San Francisco
37.76379,-122.39761,37.76385,-122.39666,290,San Francisco
37.76385,-122.39666,37.76391,-122.39569,290,San Francisco
37.76391,-122.39569,37.76397,-122.39473,290,San Francisco
37.76397,-122.39473,37.76403,-122.39374,285,San Francisco
37.76403,-122.39374,37.7633,-122.39367,140,San Francisco
37.7633,-122.39367,37.76276,-122.39362,140,San Francisco
37.76276,-122.39362,37.76148,-122.3935,94,San Francisco
37.76148,-122.3935,37.7602,-122.39338,94,San Francisco
37.7602,-122.39338,37.75765,-122.39313,94,San Francisco
37.75765,-122.39313,37.75768,-122.39279,271,San Francisco
37.75768,-122.39279,37.75768,-122.39259,271,San Francisco
37.75768,-122.39259,37.75771,-122.39218,271,San Francisco
37.75771,-122.39218,37.75771,-122.39213,271,San Francisco
37.75771,-122.39213,37.75773,-122.39181,271,San Francisco
37.7592,-122.40979,37.75913,-122.40976,117,San Francisco
37.75913,-122.40976,37.75767,-122.40962,117,San Francisco
37.75767,-122.40962,37.7576,-122.40961,117,San Francisco
37.7576,-122.40961,37.75754,-122.40961,117,San Francisco
37.75754,-122.40961,37.75608,-122.40947,117,San Francisco
37.75608,-122.40947,37.756,-122.40946,117,San Francisco
37.756,-122.40946,37.75594,-122.40946,117,San Francisco
37.75594,-122.40946,37.7552,-122.40939,117,San Francisco
37.7552,-122.40939,37.75448,-122.40928,117,San Francisco
37.75448,-122.40928,37.75441,-122.40928,117,San Francisco
37.75441,-122.40928,37.75441,-122.40919,33,San Francisco
37.75441,-122.40919,37.75446,-122.40845,33,San Francisco
37.75446,-122.40845,37.75446,-122.40836,33,San Francisco
37.75446,-122.40836,37.75447,-122.40828,33,San Francisco
37.75447,-122.40828,37.75452,-122.40747,33,San Francisco
37.75452,-122.40747,37.75457,-122.40666,33,San Francisco
37.75457,-122.40666,37.75457,-122.40656,33,San Francisco
37.75457,-122.40656,37.75429,-122.40653,37,San Francisco
37.75429,-122.40653,37.75429,-122.40642,37,San Francisco
37.75429,-122.40642,37.7543,-122.40632,226,San Francisco
37.7543,-122.40632,37.7543,-122.40624,226,San Francisco
37.7543,-122.40624,37.75433,-122.40578,226,San Francisco
37.75433,-122.40578,37.75434,-122.40547,226,San Francisco
37.75434,-122.40547,37.75437,-122.40509,226,San Francisco
37.75437,-122.40509,37.7544,-122.4045,226,San Francisco
37.7544,-122.4045,37.75441,-122.40436,118,San Francisco
37.76142,-122.42617,37.76136,-122.42616,48,San Francisco
37.76136,-122.42616,37.76093,-122.42612,48,San Francisco
37.76093,-122.42612,37.75982,-122.42601,48,San Francisco
37.75982,-122.42601,37.75902,-122.42593,48,San Francisco
37.75902,-122.42593,37.75833,-122.42587,48,San Francisco
37.75833,-122.42587,37.75823,-122.42586,48,San Francisco
37.75823,-122.42586,37.75743,-122.42578,60,San Francisco
37.75743,-122.42578,37.75672,-122.42571,60,San Francisco
37.75672,-122.42571,37.75663,-122.4257,60,San Francisco
37.75663,-122.4257,37.75503,-122.42555,60,San Francisco
37.75503,-122.42555,37.75343,-122.4254,59,San Francisco
37.75343,-122.4254,37.7528,-122.42534,59,San Francisco
37.7528,-122.42534,37.75264,-122.42532,59,San Francisco
37.75264,-122.42532,37.75242,-122.4253,59,San Francisco
37.75242,-122.4253,37.75184,-122.42524,59,San Francisco
37.75184,-122.42524,37.7518,-122.42581,124,San Francisco
37.7518,-122.42581,37.75177,-122.42633,124,San Francisco
37.75177,-122.42633,37.75175,-122.42661,102,San Francisco
37.76024,-122.41923,37.76018,-122.41922,8,San Francisco
37.76018,-122.41922,37.75944,-122.41915,8,San Francisco
37.75944,-122.41915,37.75871,-122.41908,8,San Francisco
37.75871,-122.41908,37.75864,-122.41908,8,San Francisco
37.75864,-122.41908,37.75857,-122.41907,8,San Francisco
37.75857,-122.41907,37.75711,-122.41893,8,San Francisco
37.75711,-122.41893,37.75704,-122.41892,8,San Francisco
37.75704,-122.41892,37.75697,-122.41892,8,San Francisco
37.75697,-122.41892,37.75552,-122.41878,8,San Francisco
37.75552,-122.41878,37.75544,-122.41877,8,San Francisco
37.75544,-122.41877,37.75537,-122.41876,8,San Francisco
37.75537,-122.41876,37.75392,-122.41862,8,San Francisco
37.75392,-122.41862,37.75384,-122.41862,8,San Francisco
37.75384,-122.41862,37.75378,-122.41861,8,San Francisco
37.75378,-122.41861,37.7526,-122.4185,8,San Francisco
37.7526,-122.4185,37.75232,-122.41847,8,San Francisco
37.75232,-122.41847,37.75224,-122.41846,8,San Francisco
37.75224,-122.41846,37.75217,-122.41846,29,San Francisco
37.75217,-122.41846,37.75188,-122.41843,29,San Francisco
37.75188,-122.41843,37.75071,-122.41832,29,San Francisco
37.75071,-122.41832,37.75065,-122.41831,29,San Francisco
37.75065,-122.41831,37.75058,-122.4183,29,San Francisco
37.75058,-122.4183,37.75034,-122.41828,29,San Francisco
37.75034,-122.41828,37.74912,-122.41816,29,San Francisco
37.74912,-122.41816,37.74904,-122.41815,29,San Francisco
37.74904,-122.41815,37.74898,-122.41814,29,San Francisco
37.74898,-122.41814,37.74867,-122.41811,29,San Francisco
37.74867,-122.41811,37.74862,-122.41811,29,San Francisco
37.74862,-122.41811,37.7486,-122.41811,29,San Francisco
37.7486,-122.41811,37.7484,-122.41812,29,San Francisco
37.7484,-122.41812,37.74827,-122.41817,29,San Francisco
37.74827,-122.41817,37.74821,-122.4182,29,San Francisco
37.74821,-122.4182,37.7481,-122.41828,39,San Francisco
37.7481,-122.41828,37.74804,-122.41831,39,San Francisco
37.74804,-122.41831,37.74778,-122.41849,39,San Francisco
37.74778,-122.41849,37.74777,-122.41849,39,San Francisco
37.74777,-122.41849,37.74741,-122.41872,39,San Francisco
37.74741,-122.41872,37.74678,-122.41913,39,San Francisco
37.74678,-122.41913,37.74619,-122.41951,39,San Francisco
37.74619,-122.41951,37.7456,-122.41989,39,San Francisco
37.7456,-122.41989,37.74556,-122.41992,46,San Francisco
37.74556,-122.41992,37.74481,-122.4204,46,San Francisco
37.74481,-122.4204,37.74471,-122.42047,46,San Francisco
37.74471,-122.42047,37.74406,-122.42089,46,San Francisco
37.74406,-122.42089,37.74402,-122.42147,33,San Francisco
37.74406,-122.42089,37.74343,-122.4213,12,San Francisco
37.74343,-122.4213,37.74312,-122.42149,12,San Francisco
37.74312,-122.42149,37.74282,-122.42169,12,San Francisco
37.74282,-122.42169,37.74261,-122.42182,12,San Francisco
37.74261,-122.42182,37.74237,-122.42198,12,San Francisco
37.74237,-122.42198,37.74235,-122.42235,12,San Francisco
